ID,보증금,월세,전용면적,해당층,총층,방수,욕실수,총주차대수,관리비,중개사무소,제공플랫폼,허위매물여부,등록경과일,보증금월세비율,층비율,저층여부,고층여부,매물확인방식_서류확인,매물확인방식_전화확인,매물확인방식_현장확인,주차가능여부_가능,주차가능여부_불가능,방향_남동향,방향_남서향,방향_남향,방향_동향,방향_북동향,방향_북서향,방향_북향,방향_서향
TRAIN_0728,15.607270193858982,11.407576060361786,3.0363942552728806,3.0,5.0,1.0,1.0,3.0602352018030174,2.5649493574615367,118,0,0,215,66.66592593415629,0.6,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0729,18.858935681335133,13.25339339419516,3.5544905510752844,1.0,12.0,1.0,1.0,3.912023005428146,2.302585092994046,32,2,0,126,271.9293474923728,0.08333333333333333,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0730,18.132998684833918,13.3374763699232,2.954910279033736,5.0,6.0,1.0,1.0,3.0602352018030174,2.0794415416798357,192,3,0,108,120.96754682653737,0.8333333333333334,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0731,19.596254076843024,13.1421679654829,3.7350471349589434,6.0,6.0,1.0,1.0,2.4849066497880004,0.6931471805599453,126,4,0,131,635.2928719747608,1.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0732,16.785925074816024,12.429220196836383,3.349202086543775,4.8484030589293745,7.0,2.0,1.0,2.3978952727983707,0.6931471805599453,289,0,0,85,77.99968800124799,0.6926290084184821,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_0733,16.835935492889124,12.765691290604371,3.759803792450635,6.0,6.0,2.0,1.0,3.0602352018030174,0.0,132,1,0,136,58.57126122496793,1.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0734,18.7922443072814,13.017005083966255,3.3325482949183005,3.0,4.0,1.0,1.0,0.6931471805599453,1.9459101490553132,229,3,0,46,322.2215061744307,0.75,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0735,16.759949589762293,11.51293546492023,3.5633162311385904,10.0,19.0,1.0,1.0,3.713572066704308,0.0,32,5,0,414,189.99810001899982,0.5263157894736842,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0736,17.129696599000436,12.388398368982115,3.3325482949183005,3.0,5.0,2.0,1.0,1.9459101490553132,0.6931471805599453,260,3,0,88,114.58285590476706,0.6,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_0737,18.974565862925928,11.982935344196433,3.3325482949183005,5.0,8.0,1.0,1.0,3.0602352018030174,2.5649493574615367,22,0,1,351,1087.4932031674803,0.625,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0738,18.17221939747438,12.73670383776449,3.3565486299932736,3.0,9.0,1.0,1.0,2.6390573296152584,0.6931471805599453,105,4,0,133,229.41108996738245,0.3333333333333333,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_0739,18.896914929159916,13.527829818844937,3.696847623763113,10.0,13.0,2.0,1.0,3.871201010907891,2.5649493574615367,32,1,0,50,214.66638044482607,0.7692307692307693,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0740,18.893804506764873,13.415034483903348,3.305053521109253,3.0,7.0,1.0,1.0,3.0602352018030174,2.1972245773362196,247,1,0,184,239.55188126584886,0.42857142857142855,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0741,18.430631084706523,12.345838935721968,3.0601145324832593,2.0,6.0,1.0,1.0,3.4965075614664802,0.6931471805599453,32,0,0,102,439.12852552814985,0.3333333333333333,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0742,18.829473648797723,12.04355959836804,2.917770732084279,4.8484030589293745,9.0,1.0,1.0,2.1972245773362196,2.0794415416798357,176,0,0,83,885.2889100652349,0.5387114509921527,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0743,18.184958423089522,11.849404844423074,3.8507856959569566,3.0,15.0,1.0,1.0,3.7612001156935624,2.70805020110221,32,4,0,207,564.2816837022592,0.2,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TRAIN_0744,18.705859693704824,11.289794413577894,3.4372078191851885,2.0,3.0,2.0,1.0,3.0602352018030174,2.302585092994046,54,2,0,43,1662.4792190097623,0.6666666666666666,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0745,18.331849541174712,12.429220196836383,3.3325482949183005,3.0,4.0,2.0,1.0,1.3862943611198906,0.6931471805599453,66,1,0,70,365.99853600585595,0.75,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0746,18.2756549834628,13.017005083966255,2.917770732084279,4.0,6.0,1.0,1.0,3.0602352018030174,0.0,288,1,0,54,192.22179506267764,0.6666666666666666,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0747,18.547313403696304,11.918397239722838,3.031099417391282,3.0,3.0,1.0,1.0,3.7376696182833684,2.3978952727983707,32,0,0,292,756.6616222558516,1.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0748,19.723593498850597,13.1421679654829,3.3325482949183005,4.0,5.0,1.0,1.0,1.6094379124341003,2.0794415416798357,243,6,0,193,721.5672126133086,0.8,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0749,18.906188565887913,13.060490101343552,3.3894621254437345,2.0,2.0,1.0,1.0,2.70805020110221,1.9459101490553132,32,0,0,93,345.7439452256485,1.0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0750,18.395362946224484,13.1421679654829,3.3325482949183005,2.0,5.0,1.0,1.0,3.0602352018030174,1.6094379124341003,265,0,0,74,191.17609573314562,0.4,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0751,17.129696599000436,13.102162710901053,3.3325482949183005,8.0,9.0,2.0,1.0,0.6931471805599453,1.9459101490553132,250,0,0,121,56.12233444421542,0.8888888888888888,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0752,18.197537205138154,13.102162710901053,3.408834808791367,9.0,10.0,1.0,1.0,2.772588722239781,2.302585092994046,32,2,0,283,163.2649729286267,0.9,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0753,16.066802461833923,12.429220196836383,3.3325482949183005,4.8484030589293745,5.0,2.0,1.0,1.6094379124341003,1.791759469228055,157,0,0,285,37.999848000608,0.969680611785875,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0754,18.96590780023279,13.217675375388819,3.1801349965517702,6.0,20.0,1.0,1.0,3.8066624897703196,1.791759469228055,32,1,0,63,313.6357933894666,0.3,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0755,18.82280695748398,11.156264806643742,3.4493524235492026,10.0,15.0,2.0,1.0,3.044522437723423,2.302585092994046,32,0,0,225,2135.6837759460577,0.6666666666666666,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0756,18.746380890811885,13.304686600863562,3.22525543183224,4.0,11.0,2.0,1.0,3.367295829986474,2.1972245773362196,32,0,0,211,230.8329486117523,0.36363636363636365,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0757,19.756996737894134,12.765691290604371,3.44265917146975,13.0,16.0,1.0,1.0,3.5553480614894135,1.0986122886681098,32,0,0,341,1087.1397510292827,0.8125,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0758,18.709612043295216,11.918397239722838,3.6891294228691436,16.0,20.0,2.0,2.0,3.5263605246161616,1.3862943611198906,32,1,0,239,889.9940667062219,0.8,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0759,19.01400759475496,12.04355959836804,3.2627013044082305,3.0,5.0,1.0,1.0,3.7376696182833684,2.5649493574615367,32,3,0,263,1064.6996194140033,0.6,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0760,18.33729914588288,12.821260987319457,3.3325482949183005,6.0,6.0,1.0,1.0,3.0602352018030174,0.0,170,1,0,101,248.6479766270902,1.0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0761,16.454567959008102,11.982935344196433,3.3325482949183005,5.0,5.0,1.0,1.0,3.0602352018030174,2.302585092994046,109,1,0,152,87.49945312841795,1.0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0762,18.30414693893237,13.122365377402328,3.728100167267218,1.0,2.0,2.0,1.0,2.9444389791664403,2.3978952727983707,32,0,0,341,177.999644000712,0.5,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0763,18.41566821217907,9.90353755128617,2.917770732084279,2.0,5.0,1.0,1.0,3.828641396489095,2.5649493574615367,32,1,0,188,4974.751262436878,0.4,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0764,18.86536657162407,12.154784614286667,3.5542045507873348,13.0,17.0,1.0,1.0,3.4657359027997265,0.0,32,1,0,118,821.0483102720513,0.7647058823529411,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0765,18.132998684833918,13.180634172318978,3.3325482949183005,4.0,5.0,1.0,1.0,3.0602352018030174,0.0,265,0,0,126,141.50916696383592,0.8,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TRAIN_0766,19.753046765685223,12.611541086966115,3.4852321106052293,6.0,10.0,1.0,1.0,3.4965075614664802,2.1972245773362196,32,1,0,448,1263.3291222362593,0.6,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_0767,18.358805350872576,12.54254845357358,3.487375077903208,5.0,7.0,2.0,1.0,3.0602352018030174,0.0,76,1,0,97,335.71308673897596,0.7142857142857143,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0768,18.119575664681957,11.51293546492023,3.4258899942525267,5.0,6.0,2.0,1.0,1.6094379124341003,2.0794415416798357,167,0,0,159,739.9926000739993,0.8333333333333334,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0769,16.733281344102608,13.122365377402328,3.7350471349589434,6.0,6.0,1.0,1.0,2.4849066497880004,0.0,105,4,0,203,36.999926000148,1.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0770,18.57340183955372,13.017005083966255,3.3325482949183005,3.0,4.0,2.0,1.0,1.791759469228055,2.0794415416798357,198,1,0,94,258.8883135815254,0.75,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0771,18.65179247285226,13.102162710901053,3.075005454448499,2.0,2.0,1.0,1.0,3.6888794541139363,1.3862943611198906,32,0,0,132,257.142332362587,1.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0772,19.083368722182243,13.199326270390594,3.3325482949183005,2.0,4.0,1.0,1.0,1.3862943611198906,0.0,65,1,0,121,359.2585939655667,0.5,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0773,18.92145603792546,11.849404844423074,2.9496883350525844,4.0,8.0,1.0,1.0,1.6094379124341003,2.70805020110221,54,2,1,221,1178.5630102642124,0.5,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0774,18.78184560013259,13.038983942375959,3.3325482949183005,4.0,8.0,1.0,1.0,1.3862943611198906,2.302585092994046,61,2,0,120,311.9558435742531,0.5,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TRAIN_0775,18.483655552503425,13.217675375388819,3.030616675407493,8.0,12.0,1.0,1.0,3.4011973816621555,2.6390573296152584,32,3,0,112,193.63601157088806,0.6666666666666666,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0776,19.620645529892812,12.577639650232573,2.917770732084279,3.0,10.0,1.0,1.0,1.3862943611198906,0.0,149,0,0,85,1144.8236385391774,0.3,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0777,16.166885910365842,12.644330802262578,3.0238337036648657,9.0,10.0,2.0,1.0,3.58351893845611,1.0986122886681098,32,0,0,472,33.87085848110167,0.9,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0778,18.86215629601443,13.47302165746721,3.3325482949183005,2.0,3.0,1.0,1.0,3.0602352018030174,0.0,265,0,0,159,219.01377603693516,0.6666666666666666,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0779,18.020203192280615,11.608244735642321,3.3325482949183005,2.0,4.0,2.0,1.0,3.0602352018030174,0.0,184,0,0,112,609.0853719511641,0.5,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0780,18.933504376369054,12.301387370778713,3.0363942552728806,4.0,4.0,1.0,1.0,3.0602352018030174,0.0,175,1,0,407,759.0874586933696,1.0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0781,18.119575664681957,12.345838935721968,3.6519561000093383,6.0,6.0,2.0,1.0,3.0602352018030174,1.791759469228055,109,1,0,159,321.7377315750801,1.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0782,19.634108710020826,13.353476685668044,2.917770732084279,4.0,4.0,1.0,1.0,3.0602352018030174,1.791759469228055,149,0,0,173,534.1261363077201,1.0,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0783,18.99448117251355,13.429849547739444,3.432372999130605,3.0,9.0,2.0,1.0,3.4965075614664802,2.5649493574615367,245,1,0,169,261.0290278984884,0.3333333333333333,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0784,15.76142084987672,13.399996629152975,3.0363942552728806,8.0,9.0,1.0,1.0,3.0602352018030174,2.9444389791664403,250,0,1,230,10.606044536296157,0.8888888888888888,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0785,19.782938529804834,13.353476685668044,2.917770732084279,4.8484030589293745,16.0,1.0,1.0,2.772588722239781,2.0794415416798357,141,4,1,221,619.8402859678,0.3030251911830859,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0786,18.61542482897533,11.849404844423074,3.1548704948922883,12.0,15.0,1.0,1.0,2.772588722239781,2.3978952727983707,32,1,0,443,867.8509439218292,0.8,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0787,18.874936022579167,12.345838935721968,3.3325482949183005,2.0,3.0,1.0,1.0,3.0602352018030174,0.0,181,0,0,97,684.7796313929069,0.6666666666666666,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0788,19.750404756229365,12.154784614286667,3.774368840129351,3.0,4.0,1.0,1.0,2.3978952727983707,0.6931471805599453,32,0,0,65,1989.4632133515088,0.75,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0789,15.424948670398354,12.25486757159303,3.6566144935266607,5.0,9.0,1.0,1.0,3.7376696182833684,2.772588722239781,32,2,0,274,23.809410431378897,0.5555555555555556,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TRAIN_0790,19.093625222296833,12.206077645517674,3.3325482949183005,3.0,5.0,2.0,1.0,3.0602352018030174,2.1972245773362196,6,0,0,187,979.9951000244998,0.6,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0791,18.258161826219297,12.54254845357358,3.5684053006460617,1.0,8.0,1.0,1.0,3.5263605246161616,1.791759469228055,32,1,0,123,303.57034439162715,0.125,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0792,19.669148791034292,13.1421679654829,3.7350471349589434,6.0,6.0,1.0,1.0,2.4849066497880004,2.0794415416798357,117,4,0,444,683.3319934666795,1.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_0793,18.57768450130904,13.399996629152975,3.3325482949183005,5.0,6.0,1.0,1.0,3.0602352018030174,0.6931471805599453,248,1,0,108,177.2724586780929,0.8333333333333334,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0794,18.92448175882369,12.765691290604371,3.4005304926744517,18.0,19.0,1.0,1.0,3.258096538021482,0.0,32,2,0,129,472.85579184059475,0.9473684210526315,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0795,18.92448175882369,13.28787951079572,3.3325482949183005,4.0,4.0,1.0,1.0,1.3862943611198906,2.3978952727983707,229,0,1,305,280.50799913898453,1.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0796,18.927498352344912,13.304686600863562,3.3325482949183005,2.0,3.0,1.0,1.0,3.0602352018030174,0.0,23,0,0,154,276.6662055563241,0.6666666666666666,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0797,18.43556936629833,12.948012371209098,3.5028510353886553,2.0,2.0,1.0,1.0,2.3978952727983707,1.3862943611198906,32,1,0,494,241.66609127121126,1.0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0798,19.666275225846817,13.47302165746721,3.3325482949183005,3.0,4.0,2.0,1.0,0.6931471805599453,1.9459101490553132,146,0,0,70,489.43593037192903,0.75,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TRAIN_0799,16.929025911619092,13.415034483903348,3.3484995926617063,2.0,3.0,2.0,1.0,3.0602352018030174,0.0,134,3,1,212,33.5820394297919,0.6666666666666666,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRAIN_0800,17.073607134447293,13.304686600863562,3.3325482949183005,2.0,4.0,2.0,1.0,3.0602352018030174,0.0,42,0,0,86,43.33326111123148,0.5,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0801,18.819456870621142,12.577639650232573,3.636532973741727,4.0,4.0,2.0,2.0,1.791759469228055,2.3978952727983707,32,0,0,147,513.7913317540284,1.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0802,18.410630418199872,13.25339339419516,3.3325482949183005,5.0,6.0,2.0,1.0,3.0602352018030174,2.70805020110221,170,1,0,155,173.6839058177091,0.8333333333333334,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0803,18.71707476444111,11.002116507732017,3.3325482949183005,2.0,3.0,2.0,1.0,3.0602352018030174,0.0,265,0,0,166,2241.6293061782303,0.6666666666666666,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0804,18.5517090151307,13.429849547739444,3.209633243501268,12.0,12.0,1.0,1.0,3.4657359027997265,1.0986122886681098,32,0,0,48,167.64681228409958,1.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0805,18.739134482343626,13.500801182986649,3.0349529867072724,3.0,6.0,1.0,1.0,1.9459101490553132,1.9459101490553132,54,2,0,145,188.3559063617721,0.5,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TRAIN_0806,18.57768450130904,12.301387370778713,3.903990833730882,2.0,3.0,2.0,1.0,3.0602352018030174,2.70805020110221,276,1,1,314,531.8157644737978,0.6666666666666666,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRAIN_0807,16.648723960844016,13.487007879880162,2.917770732084279,4.0,8.0,1.0,1.0,1.6094379124341003,1.9459101490553132,149,0,0,92,23.61107831794678,0.5,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0808,18.50685844936773,13.429849547739444,3.6354786773868213,4.0,19.0,2.0,2.0,2.9444389791664403,2.833213344056216,32,1,0,417,160.2938819207619,0.21052631578947367,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0809,18.50226074016138,0.0,2.9892110565637253,4.8484030589293745,16.0,1.0,1.0,4.007333185232471,0.0,31,2,1,230,108500000.0,0.3030251911830859,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0810,19.067783991246507,13.415034483903348,3.3325482949183005,2.0,5.0,1.0,1.0,1.6094379124341003,1.6094379124341003,89,4,0,92,285.074201381789,0.4,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0811,18.569100757691327,12.04355959836804,2.997730276216664,19.0,21.0,1.0,1.0,3.713572066704308,2.302585092994046,32,8,0,6,682.3489273592509,0.9047619047619048,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0812,18.900015706818937,13.038983942375959,3.3325482949183005,7.0,9.0,1.0,1.0,2.1972245773362196,2.6390573296152584,103,0,1,181,351.0861932908841,0.7777777777777778,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0813,16.860033043306743,12.429220196836383,3.3325482949183005,2.0,3.0,2.0,1.0,3.0602352018030174,1.0986122886681098,11,1,0,122,83.999664001344,0.6666666666666666,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0814,18.005165315142214,11.289794413577894,3.3325482949183005,2.0,4.0,2.0,1.0,3.0602352018030174,0.0,6,1,0,97,824.9896876289047,0.5,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0815,18.590423526978277,13.304686600863562,3.3325482949183005,4.0,9.0,1.0,1.0,3.0602352018030174,2.8903717578961645,21,1,0,175,197.49967083388194,0.4444444444444444,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0816,16.489659276356317,13.487007879880162,3.3325482949183005,2.0,4.0,2.0,1.0,3.0602352018030174,0.0,42,0,0,143,20.138860918248724,0.5,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TRAIN_0817,18.358805350872576,13.060490101343552,2.917770732084279,2.0,4.0,1.0,1.0,3.0602352018030174,0.0,148,0,0,93,199.9995744689905,0.5,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TRAIN_0818,19.620645529892812,13.235693848424024,3.3325482949183005,5.0,6.0,2.0,1.0,0.6931471805599453,1.791759469228055,161,2,0,117,592.856084185564,0.8333333333333334,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0819,16.906553056777135,13.217675375388819,3.367295829986474,4.0,4.0,1.0,1.0,3.871201010907891,0.0,32,5,0,205,39.9999272728595,1.0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TRAIN_0820,19.789320172378066,12.429220196836383,3.3325482949183005,2.0,3.0,2.0,1.0,3.0602352018030174,0.0,74,3,0,147,1571.9937120251518,0.6666666666666666,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TRAIN_0821,18.760718053855513,12.873904582205107,3.038791763014438,6.0,8.0,1.0,1.0,3.828641396489095,0.6931471805599453,32,4,0,355,360.2554865243935,0.75,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAIN_0822,19.673443715304877,13.384729180332174,2.917770732084279,4.8484030589293745,15.0,1.0,1.0,2.995732273553991,0.0,289,0,0,115,538.4607100604461,0.32322687059529165,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
